Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1774587978,5,,Aggregated,1.700000,0.000000,1400,1500,1500,1500,1600,1900,2200,2400,2500,2500,2500,213,0,1400.0,1244.3724873253284,247.76910000946373,2519.8884999845177,426.98591549295776
1774587979,5,,Aggregated,1.700000,0.000000,1400,1500,1500,1500,1600,1900,2200,2400,2500,2500,2500,213,0,1400.0,1244.3724873253284,247.76910000946373,2519.8884999845177,426.98591549295776
1774587980,5,,Aggregated,1.700000,0.000000,1400,1500,1500,1500,1600,1900,2200,2400,2500,2500,2500,215,0,1400.0,1245.510583722336,247.76910000946373,2519.8884999845177,427.7627906976744
1774587981,5,,Aggregated,1.700000,0.000000,1400,1500,1500,1500,1600,1900,2200,2400,2500,2500,2500,218,0,1400.0,1242.1627440380355,247.76910000946373,2519.8884999845177,426.58715596330273
1774587982,5,,Aggregated,1.700000,0.000000,1400,1500,1500,1500,1600,1900,2200,2400,2500,2500,2500,218,0,1400.0,1242.1627440380355,247.76910000946373,2519.8884999845177,426.58715596330273
1774587983,5,,Aggregated,1.600000,0.000000,1400,1500,1500,1500,1600,1800,2200,2400,2500,2500,2500,221,0,1400.0,1246.060791404073,247.76910000946373,2519.8884999845177,427.868778280543
1774587984,5,,Aggregated,1.700000,0.000000,1400,1500,1500,1500,1600,1800,2200,2400,2500,2500,2500,222,0,1400.0,1246.4440216230091,247.76910000946373,2519.8884999845177,428.36036036036035
1774587985,5,,Aggregated,1.600000,0.000000,1400,1500,1500,1500,1600,1800,2200,2400,2500,2500,2500,225,0,1400.0,1238.9423604454432,247.76910000946373,2519.8884999845177,424.96
1774587986,5,,Aggregated,1.600000,0.000000,1400,1500,1500,1500,1600,1800,2200,2400,2500,2500,2500,226,0,1400.0,1239.6181477885384,247.76910000946373,2519.8884999845177,425.4026548672566
1774587987,5,,Aggregated,1.600000,0.000000,1400,1500,1500,1500,1600,1800,2200,2400,2500,2500,2500,226,0,1400.0,1239.6181477885384,247.76910000946373,2519.8884999845177,425.4026548672566
1774587988,5,,Aggregated,1.700000,0.000000,1400,1400,1500,1500,1600,1800,2200,2400,2500,2500,2500,230,0,1400.0,1231.8139778267916,247.76910000946373,2519.8884999845177,422.16521739130434
1774587989,5,,Aggregated,1.700000,0.000000,1400,1400,1500,1500,1600,1800,2200,2400,2500,2500,2500,231,0,1400.0,1231.8979112561933,247.76910000946373,2519.8884999845177,422.76190476190476
1774587990,5,,Aggregated,1.400000,0.000000,1400,1400,1500,1500,1600,1800,2200,2400,2500,2500,2500,232,0,1400.0,1232.6317116387834,247.76910000946373,2519.8884999845177,422.9568965517241
1774587991,5,,Aggregated,1.700000,0.000000,1400,1400,1500,1500,1600,1800,2200,2400,2500,2500,2500,235,0,1400.0,1229.398869787977,247.76910000946373,2519.8884999845177,422.2255319148936
1774587992,5,,Aggregated,1.700000,0.000000,1400,1400,1500,1500,1600,1800,2200,2400,2500,2500,2500,235,0,1400.0,1229.398869787977,247.76910000946373,2519.8884999845177,422.2255319148936
1774587993,5,,Aggregated,1.700000,0.000000,1400,1400,1500,1500,1600,1800,2200,2400,2500,2500,2500,237,0,1400.0,1230.6458388191436,247.76910000946373,2519.8884999845177,423.23628691983123
1774587994,5,,Aggregated,1.700000,0.000000,1400,1400,1500,1500,1600,1800,2200,2400,2500,2500,2500,240,0,1400.0,1227.2144491675135,247.76910000946373,2519.8884999845177,421.84583333333336
1774587995,5,,Aggregated,1.700000,0.000000,1400,1400,1500,1500,1600,1800,2200,2400,2500,2500,2500,240,0,1400.0,1227.2144491675135,247.76910000946373,2519.8884999845177,421.84583333333336
1774587996,5,,Aggregated,1.700000,0.000000,1400,1400,1500,1500,1600,1800,2200,2400,2500,2500,2500,241,0,1400.0,1223.156085892878,247.76910000946373,2519.8884999845177,420.0954356846473
1774587997,5,,Aggregated,1.800000,0.000000,1400,1400,1500,1500,1600,1800,2200,2400,2500,2500,2500,244,0,1400.0,1226.983935246578,247.76910000946373,2519.8884999845177,421.4385245901639
1774587998,5,,Aggregated,1.600000,0.000000,1400,1400,1500,1500,1600,1800,2200,2400,2500,2500,2500,245,0,1400.0,1227.1190195926465,247.76910000946373,2519.8884999845177,422.0040816326531
1774587999,5,,Aggregated,1.600000,0.000000,1400,1400,1500,1500,1600,1800,2200,2400,2500,2500,2500,245,0,1400.0,1227.1190195926465,247.76910000946373,2519.8884999845177,422.0040816326531
1774588000,5,,Aggregated,1.800000,0.000000,1400,1400,1500,1500,1600,1800,2200,2400,2500,2500,2500,247,0,1400.0,1223.1849263165795,247.5436999811791,2519.8884999845177,420.7085020242915
1774588001,5,,Aggregated,1.500000,0.000000,1400,1400,1500,1500,1600,1800,2200,2400,2500,2500,2500,250,0,1400.0,1225.4489316006657,247.5436999811791,2519.8884999845177,421.824
1774588002,5,,Aggregated,1.500000,0.000000,1400,1400,1500,1500,1600,1800,2200,2400,2500,2500,2500,250,0,1400.0,1225.4489316006657,247.5436999811791,2519.8884999845177,421.824
1774588003,5,,Aggregated,1.400000,0.000000,1400,1400,1500,1500,1600,1800,2100,2400,2500,2500,2500,252,0,1400.0,1226.3482531755774,247.5436999811791,2519.8884999845177,422.5952380952381
1774588004,5,,Aggregated,1.500000,0.000000,1400,1400,1500,1500,1600,1800,2100,2400,2500,2500,2500,253,0,1400.0,1222.4855150207472,247.5436999811791,2519.8884999845177,420.92490118577075
1774588005,5,,Aggregated,1.500000,0.000000,1400,1400,1500,1500,1600,1800,2100,2400,2500,2500,2500,255,0,1400.0,1224.0687203931384,247.5436999811791,2519.8884999845177,421.4313725490196
1774588006,5,,Aggregated,1.500000,0.000000,1400,1400,1500,1500,1600,1800,2100,2400,2500,2500,2500,259,0,1400.0,1217.5493505801358,247.5436999811791,2519.8884999845177,418.6718146718147
1774588008,5,,Aggregated,1.300000,0.000000,1400,1400,1500,1500,1600,1800,2100,2400,2500,2500,2500,260,0,1400.0,1217.9210073086253,247.5436999811791,2519.8884999845177,418.9423076923077
1774588009,5,,Aggregated,1.500000,0.000000,1400,1400,1500,1500,1600,1800,2100,2400,2500,2500,2500,261,0,1400.0,1218.8338363994542,247.5436999811791,2519.8884999845177,419.32183908045977
1774588010,5,,Aggregated,1.600000,0.000000,1400,1400,1500,1500,1600,1800,2100,2400,2500,2500,2500,264,0,1400.0,1221.6493708342155,247.5436999811791,2519.8884999845177,420.4810606060606
1774588011,5,,Aggregated,1.600000,0.000000,1400,1400,1500,1500,1600,1800,2100,2400,2500,2500,2500,265,0,1400.0,1222.0055633971363,247.5436999811791,2519.8884999845177,420.8754716981132
1774588012,5,,Aggregated,1.600000,0.000000,1400,1400,1500,1500,1600,1800,2100,2400,2500,2500,2500,266,0,1400.0,1222.385041730144,247.5436999811791,2519.8884999845177,421.312030075188
1774588013,5,,Aggregated,1.700000,0.000000,1400,1400,1500,1500,1600,1800,2100,2400,2500,2500,2500,267,0,1400.0,1222.7659490644453,247.5436999811791,2519.8884999845177,421.7003745318352
1774588014,5,,Aggregated,1.800000,0.000000,1400,1400,1500,1500,1600,1800,2100,2400,2500,2500,2500,269,0,1400.0,1219.95203420139,247.5436999811791,2519.8884999845177,420.30483271375465
1774588015,5,,Aggregated,1.600000,0.000000,1400,1400,1500,1500,1600,1800,2100,2400,2500,2500,2500,273,0,1400.0,1216.3322879129,247.5436999811791,2519.8884999845177,418.0842490842491
1774588016,5,,Aggregated,1.600000,0.000000,1400,1400,1500,1500,1600,1800,2100,2400,2500,2500,2500,273,0,1400.0,1216.3322879129,247.5436999811791,2519.8884999845177,418.0842490842491
1774588017,5,,Aggregated,1.700000,0.000000,1400,1400,1500,1500,1600,1800,2100,2400,2500,2500,2500,274,0,1400.0,1216.6871828474036,247.5436999811791,2519.8884999845177,418.4744525547445
1774588018,5,,Aggregated,2.000000,0.000000,1400,1400,1500,1500,1600,1800,2100,2400,2500,2500,2500,278,0,1400.0,1220.6382942452974,247.5436999811791,2519.8884999845177,420.43884892086334
